motif	human_ensembl_gene_id	mouse_ensembl_gene_id	mouse_gene_name
POU3F3	ENSG00000198914	ENSMUSG00000045515	Pou3f3
POU3F4	ENSG00000196767	ENSMUSG00000056854	Pou3f4
POU4F1	ENSG00000152192	ENSMUSG00000048349	Pou4f1
POU4F2	ENSG00000151615	ENSMUSG00000031688	Pou4f2
POU4F3	ENSG00000091010	ENSMUSG00000024497	Pou4f3
POU5F1B	ENSG00000212993	ENSMUSG00000024406	Pou5f1
POU6F1	ENSG00000184271	ENSMUSG00000009739	Pou6f1
POU6F2	ENSG00000106536	ENSMUSG00000009734	Pou6f2
PPARD	ENSG00000112033	ENSMUSG00000002250	Ppard
PPARG	ENSG00000132170	ENSMUSG00000000440	Pparg
Prdm15	ENSG00000141956	ENSMUSG00000014039	Prdm15
PRDM1	ENSG00000057657	ENSMUSG00000038151	Prdm1
PRDM4	ENSG00000110851	ENSMUSG00000035529	Prdm4
PROP1	ENSG00000175325	ENSMUSG00000044542	Prop1
PROX1	ENSG00000117707	ENSMUSG00000010175	Prox1
PRRX1	ENSG00000116132	ENSMUSG00000026586	Prrx1
Prrx2	ENSG00000167157	ENSMUSG00000039476	Prrx2
Ptf1a	ENSG00000168267	ENSMUSG00000026735	Ptf1a
RARA	ENSG00000131759	ENSMUSG00000037992	Rara
Rarb	ENSG00000077092	ENSMUSG00000017491	Rarb
Rarg	ENSG00000172819	ENSMUSG00000001288	Rarg
RAX	ENSG00000134438	ENSMUSG00000024518	Rax
RBPJ	ENSG00000168214	ENSMUSG00000039191	Rbpj
Rbpjl	ENSG00000124232	ENSMUSG00000017007	Rbpjl
RELA	ENSG00000173039	ENSMUSG00000024927	Rela
RELB	ENSG00000104856	ENSMUSG00000002983	Relb
REL	ENSG00000162924	ENSMUSG00000020275	Rel
REST	ENSG00000084093	ENSMUSG00000029249	Rest
Rfx1	ENSG00000132005	ENSMUSG00000031706	Rfx1
RFX2	ENSG00000087903	ENSMUSG00000024206	Rfx2
RFX3	ENSG00000080298	ENSMUSG00000040929	Rfx3
RFX4	ENSG00000111783	ENSMUSG00000020037	Rfx4
RFX5	ENSG00000143390	ENSMUSG00000005774	Rfx5
RFX7	ENSG00000064490	ENSMUSG00000036120	Rfxank
RHOXF1	ENSG00000101883	ENSMUSG00000050197	Rhox13
RORA	ENSG00000069667	ENSMUSG00000032238	Rora
RORB	ENSG00000198963	ENSMUSG00000036192	Rorb
RORC	ENSG00000143365	ENSMUSG00000028150	Rorc
RREB1	ENSG00000124782	ENSMUSG00000039087	Rreb1
RUNX1	ENSG00000159216	ENSMUSG00000022952	Runx1
RUNX2	ENSG00000124813	ENSMUSG00000039153	Runx2
RUNX3	ENSG00000020633	ENSMUSG00000070691	Runx3
Rxra	ENSG00000186350	ENSMUSG00000015846	Rxra
RXRB	ENSG00000204231	ENSMUSG00000039656	Rxrb
RXRG	ENSG00000143171	ENSMUSG00000015843	Rxrg
SCRT1	ENSG00000261678	ENSMUSG00000048385	Scrt1
SCRT2	ENSG00000215397	ENSMUSG00000060257	Scrt2
Shox2	ENSG00000168779	ENSMUSG00000027833	Shox2
SIX1	ENSG00000126778	ENSMUSG00000051367	Six1
SIX2	ENSG00000170577	ENSMUSG00000024134	Six2
Six3	ENSG00000138083	ENSMUSG00000038805	Six3
Smad1	ENSG00000170365	ENSMUSG00000031681	Smad1
Smad3_1	ENSG00000166949	ENSMUSG00000032402	Smad3
Smad4	ENSG00000141646	ENSMUSG00000024515	Smad4
SMAD5	ENSG00000113658	ENSMUSG00000021540	Smad5
SNAI1	ENSG00000124216	ENSMUSG00000042821	Snai1
SNAI2	ENSG00000019549	ENSMUSG00000022676	Snai2
SNAI3	ENSG00000185669	ENSMUSG00000006587	Snai3
SOHLH2	ENSG00000120669	ENSMUSG00000027794	Sohlh2
SOX10	ENSG00000100146	ENSMUSG00000033006	Sox10
Sox11	ENSG00000176887	ENSMUSG00000063632	Sox11
SOX12	ENSG00000177732	ENSMUSG00000051817	Sox12
SOX13	ENSG00000143842	ENSMUSG00000070643	Sox13
SOX14	ENSG00000168875	ENSMUSG00000053747	Sox14
SOX15	ENSG00000129194	ENSMUSG00000041287	Sox15
Sox17	ENSG00000164736	ENSMUSG00000025902	Sox17
SOX18	ENSG00000203883	ENSMUSG00000046470	Sox18
Sox1	ENSG00000182968	ENSMUSG00000096014	Sox1
SOX21	ENSG00000125285	ENSMUSG00000061517	Sox21
Sox2	ENSG00000181449	ENSMUSG00000074637	Sox2
Sox3	ENSG00000134595	ENSMUSG00000045179	Sox3
SOX4	ENSG00000124766	ENSMUSG00000076431	Sox4
Sox5	ENSG00000134532	ENSMUSG00000041540	Sox5
Sox6	ENSG00000110693	ENSMUSG00000051910	Sox6
SOX8	ENSG00000005513	ENSMUSG00000024176	Sox8
SOX9	ENSG00000125398	ENSMUSG00000000567	Sox9
SP1	ENSG00000185591	ENSMUSG00000001280	Sp1
SP2	ENSG00000167182	ENSMUSG00000018678	Sp2
SP3	ENSG00000172845	ENSMUSG00000027109	Sp3
SP4	ENSG00000105866	ENSMUSG00000025323	Sp4
SP8	ENSG00000164651	ENSMUSG00000048562	Sp8
SP9	ENSG00000217236	ENSMUSG00000068859	Sp9
SPDEF	ENSG00000124664	ENSMUSG00000024215	Spdef
Spi1	ENSG00000066336	ENSMUSG00000002111	Spi1
SPIB	ENSG00000269404	ENSMUSG00000008193	Spib
SPIC	ENSG00000166211	ENSMUSG00000004359	Spic
Spz1	ENSG00000164299	ENSMUSG00000046957	Spz1
SREBF1	ENSG00000072310	ENSMUSG00000020538	Srebf1
SREBF2	ENSG00000198911	ENSMUSG00000022463	Srebf2
SRF	ENSG00000112658	ENSMUSG00000015605	Srf
SRY	ENSG00000184895	ENSMUSG00000069036	Sry
STAT1	ENSG00000115415	ENSMUSG00000026104	Stat1
Stat2	ENSG00000170581	ENSMUSG00000040033	Stat2
Stat3	ENSG00000168610	ENSMUSG00000004040	Stat3
Stat4	ENSG00000138378	ENSMUSG00000062939	Stat4
Stat5a	ENSG00000126561	ENSMUSG00000004043	Stat5a
Stat5b	ENSG00000173757	ENSMUSG00000020919	Stat5b
Stat6	ENSG00000166888	ENSMUSG00000002147	Stat6
TBP	ENSG00000112592	ENSMUSG00000014767	Tbp
TBR1	ENSG00000136535	ENSMUSG00000035033	Tbr1
TBX15	ENSG00000092607	ENSMUSG00000027868	Tbx15
TBX18	ENSG00000112837	ENSMUSG00000032419	Tbx18
TBX19	ENSG00000143178	ENSMUSG00000026572	Tbx19
TBX1	ENSG00000184058	ENSMUSG00000009097	Tbx1
TBX20	ENSG00000164532	ENSMUSG00000031965	Tbx20
TBX21	ENSG00000073861	ENSMUSG00000001444	Tbx21
TBX2	ENSG00000121068	ENSMUSG00000000093	Tbx2
TBX3	ENSG00000135111	ENSMUSG00000018604	Tbx3
TBX4	ENSG00000121075	ENSMUSG00000000094	Tbx4
TBX5	ENSG00000089225	ENSMUSG00000018263	Tbx5
TBX6	ENSG00000149922	ENSMUSG00000030699	Tbx6
Tbxt	ENSG00000164458	ENSMUSG00000062327	T
Tcf12	ENSG00000140262	ENSMUSG00000032228	Tcf12
Tcf21	ENSG00000118526	ENSMUSG00000045680	Tcf21
Tcf3	ENSG00000071564	ENSMUSG00000020167	Tcf3
TCF4	ENSG00000196628	ENSMUSG00000053477	Tcf4
Tcf7	ENSG00000081059	ENSMUSG00000000782	Tcf7
TCF7L1	ENSG00000152284	ENSMUSG00000055799	Tcf7l1
TCF7L2	ENSG00000148737	ENSMUSG00000024985	Tcf7l2
Tcfcp2l1	ENSG00000115112	ENSMUSG00000026380	Tfcp2l1
Tcfl5	ENSG00000101190	ENSMUSG00000038932	Tcfl5
TEAD1	ENSG00000187079	ENSMUSG00000055320	Tead1
TEAD2	ENSG00000074219	ENSMUSG00000030796	Tead2
TEAD3	ENSG00000007866	ENSMUSG00000002249	Tead3
TEAD4	ENSG00000197905	ENSMUSG00000030353	Tead4
TEF	ENSG00000167074	ENSMUSG00000022389	Tef
TFAP2A	ENSG00000137203	ENSMUSG00000021359	Tfap2a
TFAP2B	ENSG00000008196	ENSMUSG00000025927	Tfap2b
TFAP2C	ENSG00000087510	ENSMUSG00000028640	Tfap2c
TFAP2E	ENSG00000116819	ENSMUSG00000042477	Tfap2e
TFAP4	ENSG00000090447	ENSMUSG00000005718	Tfap4
TFCP2	ENSG00000135457	ENSMUSG00000009733	Tfcp2
TFDP1	ENSG00000198176	ENSMUSG00000038482	Tfdp1
TFE3	ENSG00000068323	ENSMUSG00000000134	Tfe3
TFEB	ENSG00000112561	ENSMUSG00000023990	Tfeb
TFEC	ENSG00000105967	ENSMUSG00000029553	Tfec
TGIF1	ENSG00000177426	ENSMUSG00000047407	Tgif1
TGIF2	ENSG00000118707	ENSMUSG00000062175	Tgif2
TGIF2LX	ENSG00000153779	ENSMUSG00000100133	Tgif2lx1
THAP11	ENSG00000168286	ENSMUSG00000036442	Thap11
THAP1	ENSG00000131931	ENSMUSG00000037214	Thap1
THRB	ENSG00000151090	ENSMUSG00000021779	Thrb
TLX2	ENSG00000115297	ENSMUSG00000068327	Tlx2
TP53	ENSG00000141510	ENSMUSG00000059552	Trp53
TP63	ENSG00000073282	ENSMUSG00000022510	Trp63
TP73	ENSG00000078900	ENSMUSG00000029026	Trp73
TWIST1	ENSG00000122691	ENSMUSG00000035799	Twist1
Twist2	ENSG00000233608	ENSMUSG00000007805	Twist2
UNCX	ENSG00000164853	ENSMUSG00000029546	Uncx
USF1	ENSG00000158773	ENSMUSG00000026641	Usf1
USF2	ENSG00000105698	ENSMUSG00000058239	Usf2
VAX1	ENSG00000148704	ENSMUSG00000006270	Vax1
VAX2	ENSG00000116035	ENSMUSG00000034777	Vax2
Vdr	ENSG00000111424	ENSMUSG00000022479	Vdr
VEZF1	ENSG00000136451	ENSMUSG00000018377	Vezf1
VSX1	ENSG00000100987	ENSMUSG00000033080	Vsx1
VSX2	ENSG00000119614	ENSMUSG00000021239	Vsx2
Wt1	ENSG00000184937	ENSMUSG00000016458	Wt1
XBP1	ENSG00000100219	ENSMUSG00000020484	Xbp1
YY1	ENSG00000100811	ENSMUSG00000021264	Yy1
ZBTB12	ENSG00000204366	ENSMUSG00000049823	Zbtb12
ZBTB14	ENSG00000198081	ENSMUSG00000049672	Zbtb14
ZBTB18	ENSG00000179456	ENSMUSG00000063659	Zbtb18
ZBTB26	ENSG00000171448	ENSMUSG00000050714	Zbtb26
ZBTB32	ENSG00000011590	ENSMUSG00000006310	Zbtb32
ZBTB33	ENSG00000177485	ENSMUSG00000048047	Zbtb33
ZBTB6	ENSG00000186130	ENSMUSG00000066798	Zbtb6
ZBTB7A	ENSG00000178951	ENSMUSG00000035011	Zbtb7a
ZBTB7B	ENSG00000160685	ENSMUSG00000028042	Zbtb7b
ZBTB7C	ENSG00000184828	ENSMUSG00000044646	Zbtb7c
ZEB1	ENSG00000148516	ENSMUSG00000024238	Zeb1
ZFP42	ENSG00000179059	ENSMUSG00000051176	Zfp42
ZFP57	ENSG00000204644	ENSMUSG00000036036	Zfp57
Zfx	ENSG00000005889	ENSMUSG00000079509	Zfx
ZIC1	ENSG00000152977	ENSMUSG00000032368	Zic1
Zic2	ENSG00000043355	ENSMUSG00000061524	Zic2
ZIC3	ENSG00000156925	ENSMUSG00000067860	Zic3
ZIC4	ENSG00000174963	ENSMUSG00000036972	Zic4
ZIC5	ENSG00000139800	ENSMUSG00000041703	Zic5
ZKSCAN1	ENSG00000106261	ENSMUSG00000029729	Zkscan1
ZKSCAN5	ENSG00000196652	ENSMUSG00000055991	Zkscan5
znf143	ENSG00000166478	ENSMUSG00000061079	Zfp143
ZNF148	ENSG00000163848	ENSMUSG00000022811	Zfp148
ZNF24	ENSG00000172466	ENSMUSG00000051469	Zfp24
ZNF263	ENSG00000006194	ENSMUSG00000022529	Zfp263
ZNF274	ENSG00000171606	ENSMUSG00000058638	Zfp110
Znf281	ENSG00000162702	ENSMUSG00000041483	Zfp281
ZNF282	ENSG00000170265	ENSMUSG00000025821	Zfp282
ZNF317	ENSG00000130803	ENSMUSG00000057551	Zfp317
ZNF341	ENSG00000131061	ENSMUSG00000059842	Zfp341
ZNF354C	ENSG00000177932	ENSMUSG00000044807	Zfp354c
ZNF382	ENSG00000161298	ENSMUSG00000074220	Zfp382
ZNF384	ENSG00000126746	ENSMUSG00000038346	Zfp384
ZNF410	ENSG00000119725	ENSMUSG00000042472	Zfp410
Znf423	ENSG00000102935	ENSMUSG00000045333	Zfp423
ZNF449	ENSG00000173275	ENSMUSG00000073176	Zfp449
ZNF652	ENSG00000198740	ENSMUSG00000075595	Zfp652
ZNF682	ENSG00000197124	ENSMUSG00000057842	Zfp595
ZNF740	ENSG00000139651	ENSMUSG00000046897	Zfp740
ZSCAN29	ENSG00000140265	ENSMUSG00000050619	Zscan29
1110004F10Rik	ENSG00000110696	ENSMUSG00000030663	1110004F10Rik
1110019D14Rik	NA	ENSMUSG00000097616	1110019D14Rik
1110038B12Rik	NA	ENSMUSG00000092203	1110038B12Rik
1600002D24Rik	NA	ENSMUSG00000117232	1600002D24Rik
1600020E01Rik	NA	ENSMUSG00000097048	1600020E01Rik
1700003G18Rik	NA	ENSMUSG00000087621	1700003G18Rik
1700018A04Rik	NA	ENSMUSG00000038408	1700018A04Rik
1700025G04Rik	ENSG00000116667	ENSMUSG00000032666	1700025G04Rik
1700028E10Rik	NA	ENSMUSG00000097321	1700028E10Rik
1700112D23Rik	NA	ENSMUSG00000091329	1700112D23Rik
1700120C14Rik	NA	ENSMUSG00000100599	1700120C14Rik
1810024B03Rik	NA	ENSMUSG00000044145	1810024B03Rik
1810037I17Rik	ENSG00000164096	ENSMUSG00000054091	1810037I17Rik
2210408I21Rik	ENSG00000185261	ENSMUSG00000071252	2210408I21Rik
2300009A05Rik	ENSG00000189227	ENSMUSG00000032403	2300009A05Rik
2410006H16Rik	NA	ENSMUSG00000086841	2410006H16Rik
2410018L13Rik	NA	ENSMUSG00000073164	2410018L13Rik
2510009E07Rik	ENSG00000187068	ENSMUSG00000043391	2510009E07Rik
2510039O18Rik	ENSG00000116685	ENSMUSG00000044496	2510039O18Rik
2610035D17Rik	NA	ENSMUSG00000087259	2610035D17Rik
2610307P16Rik	NA	ENSMUSG00000085936	2610307P16Rik
2610316D01Rik	NA	ENSMUSG00000097040	2610316D01Rik
2700099C18Rik	NA	ENSMUSG00000121491	2700099C18Rik
2810403D21Rik	NA	ENSMUSG00000086629	2810403D21Rik
2810408I11Rik	NA	ENSMUSG00000087213	2810408I11Rik
2810429I04Rik	NA	ENSMUSG00000097709	2810429I04Rik
2810454H06Rik	NA	ENSMUSG00000100876	2810454H06Rik
3110099E03Rik	NA	ENSMUSG00000085582	3110099E03Rik
3300002I08Rik	NA	ENSMUSG00000063364	3300002I08Rik
4632427E13Rik	NA	ENSMUSG00000074024	4632427E13Rik
4732471J01Rik	NA	ENSMUSG00000053714	4732471J01Rik
4930438E09Rik	NA	ENSMUSG00000093472	4930438E09Rik
4930447C04Rik	ENSG00000179008	ENSMUSG00000021098	4930447C04Rik
4930503L19Rik	ENSG00000166845	ENSMUSG00000044906	4930503L19Rik
4931406C07Rik	ENSG00000182919	ENSMUSG00000031938	4931406C07Rik
4931414P19Rik	ENSG00000100802	ENSMUSG00000022179	4931414P19Rik
4933406I18Rik	NA	ENSMUSG00000087475	4933406I18Rik
5031425E22Rik	NA	ENSMUSG00000073147	5031425E22Rik
5330434G04Rik	NA	ENSMUSG00000087620	5330434G04Rik
5430416N02Rik	NA	ENSMUSG00000097772	5430416N02Rik
6030443J06Rik	NA	ENSMUSG00000097207	6030443J06Rik
6330403K07Rik	NA	ENSMUSG00000018451	6330403K07Rik
9030624G23Rik	NA	ENSMUSG00000073158	9030624G23Rik
9130019P16Rik	NA	ENSMUSG00000073067	9130019P16Rik
9130024F11Rik	NA	ENSMUSG00000087022	9130024F11Rik
9430038I01Rik	ENSG00000237489	ENSMUSG00000040139	9430038I01Rik
9530026P05Rik	NA	ENSMUSG00000097462	9530026P05Rik
9530059O14Rik	NA	ENSMUSG00000097736	9530059O14Rik
9530068E07Rik	ENSG00000113583	ENSMUSG00000036275	9530068E07Rik
a	ENSG00000101440	ENSMUSG00000027596	a
A330069E16Rik	NA	ENSMUSG00000120340	A330069E16Rik
A330076H08Rik	NA	ENSMUSG00000109321	A330076H08Rik
A4galt	ENSG00000128274	ENSMUSG00000047878	A4galt
A630012P03Rik	NA	ENSMUSG00000055110	A630012P03Rik
A730081D07Rik	NA	ENSMUSG00000086693	A730081D07Rik
A830018L16Rik	ENSG00000165084	ENSMUSG00000057715	A830018L16Rik
A830082K12Rik	NA	ENSMUSG00000087143	A830082K12Rik
A930007I19Rik	NA	ENSMUSG00000097855	A930007I19Rik
A930011G23Rik	ENSG00000138670	ENSMUSG00000089809	A930011G23Rik
AA465934	NA	ENSMUSG00000093483	AA465934
Aacs	ENSG00000081760	ENSMUSG00000029482	Aacs
Aatf	ENSG00000275700	ENSMUSG00000018697	Aatf
Aatk	ENSG00000181409	ENSMUSG00000025375	Aatk
Abca1	ENSG00000165029	ENSMUSG00000015243	Abca1
Abca5	ENSG00000154265	ENSMUSG00000018800	Abca5
Abca8b	ENSG00000141338	ENSMUSG00000020620	Abca8b
Abcb10	ENSG00000135776	ENSMUSG00000031974	Abcb10
Abcc4	ENSG00000125257	ENSMUSG00000032849	Abcc4
Abcd2	ENSG00000173208	ENSMUSG00000055782	Abcd2
Abcg2	NA	ENSMUSG00000029802	Abcg2
Abhd17b	ENSG00000107362	ENSMUSG00000047368	Abhd17b
Abi3bp	ENSG00000154175	ENSMUSG00000035258	Abi3bp
Ablim1	ENSG00000099204	ENSMUSG00000025085	Ablim1
Abr	ENSG00000159842	ENSMUSG00000017631	Abr
Abracl	ENSG00000146386	ENSMUSG00000078453	Abracl
Abtb2	ENSG00000166016	ENSMUSG00000032724	Abtb2
Acacb	ENSG00000076555	ENSMUSG00000042010	Acacb
Acadm	ENSG00000117054	ENSMUSG00000062908	Acadm
Acadsb	ENSG00000196177	ENSMUSG00000030861	Acadsb
Acan	ENSG00000157766	ENSMUSG00000030607	Acan
Acat1	ENSG00000075239	ENSMUSG00000032047	Acat1
Acd	ENSG00000102977	ENSMUSG00000038000	Acd
Acer3	ENSG00000078124	ENSMUSG00000030760	Acer3
Ackr3	ENSG00000144476	ENSMUSG00000044337	Ackr3
Acot11	ENSG00000162390	ENSMUSG00000034853	Acot11
Acp1	ENSG00000143727	ENSMUSG00000044573	Acp1
Acsl3	ENSG00000123983	ENSMUSG00000032883	Acsl3
Acsl4	ENSG00000068366	ENSMUSG00000031278	Acsl4
Acss3	ENSG00000111058	ENSMUSG00000035948	Acss3
Actb	ENSG00000075624	ENSMUSG00000029580	Actb
Actc1	ENSG00000159251	ENSMUSG00000068614	Actc1
Actg1	ENSG00000184009	ENSMUSG00000062825	Actg1
Actr1a	ENSG00000138107	ENSMUSG00000025228	Actr1a
Actr5	ENSG00000101442	ENSMUSG00000037761	Actr5
Actr6	ENSG00000075089	ENSMUSG00000019948	Actr6
Acvr2a	ENSG00000121989	ENSMUSG00000052155	Acvr2a
Acyp2	ENSG00000170634	ENSMUSG00000060923	Acyp2
Adam10	ENSG00000137845	ENSMUSG00000054693	Adam10
Adam12	ENSG00000148848	ENSMUSG00000054555	Adam12
Adam19	NA	ENSMUSG00000011256	Adam19
Adam2	ENSG00000104755	ENSMUSG00000022039	Adam2
Adam22	ENSG00000008277	ENSMUSG00000040537	Adam22
Adam23	ENSG00000114948	ENSMUSG00000025964	Adam23
Adamts1	ENSG00000154734	ENSMUSG00000022893	Adamts1
Adamts12	ENSG00000151388	ENSMUSG00000047497	Adamts12
Adamts17	ENSG00000140470	ENSMUSG00000058145	Adamts17
Adamts18	ENSG00000140873	ENSMUSG00000053399	Adamts18
Adamts19	ENSG00000145808	ENSMUSG00000053441	Adamts19
Adamts2	ENSG00000087116	ENSMUSG00000036545	Adamts2
Adamts20	ENSG00000173157	ENSMUSG00000022449	Adamts20
Adamts3	ENSG00000156140	ENSMUSG00000043635	Adamts3
Adamts5	ENSG00000154736	ENSMUSG00000022894	Adamts5
Adamts6	ENSG00000049192	ENSMUSG00000046169	Adamts6
Adamts7	ENSG00000136378	ENSMUSG00000032363	Adamts7
Adamts9	ENSG00000163638	ENSMUSG00000030022	Adamts9
Adamtsl1	ENSG00000178031	ENSMUSG00000066113	Adamtsl1
Adamtsl3	ENSG00000156218	ENSMUSG00000070469	Adamtsl3
Adarb1	ENSG00000197381	ENSMUSG00000020262	Adarb1
Adarb2	ENSG00000185736	ENSMUSG00000052551	Adarb2
Adcy1	ENSG00000164742	ENSMUSG00000020431	Adcy1
Adcy2	ENSG00000078295	ENSMUSG00000021536	Adcy2
Adcy5	ENSG00000173175	ENSMUSG00000022840	Adcy5
Adcy9	ENSG00000162104	ENSMUSG00000005580	Adcy9
Add1	ENSG00000087274	ENSMUSG00000029106	Add1
Add2	ENSG00000075340	ENSMUSG00000030000	Add2
Add3	ENSG00000148700	ENSMUSG00000025026	Add3
Adgrb3	ENSG00000135298	ENSMUSG00000033569	Adgrb3
Adgrd1	ENSG00000111452	ENSMUSG00000044017	Adgrd1
Adgrl2	ENSG00000117114	ENSMUSG00000028184	Adgrl2
Adgrl3	ENSG00000150471	ENSMUSG00000037605	Adgrl3
Adgrv1	ENSG00000164199	ENSMUSG00000069170	Adgrv1
Adh5	ENSG00000197894	ENSMUSG00000028138	Adh5
Adk	ENSG00000156110	ENSMUSG00000039197	Adk
Adpgk	ENSG00000159322	ENSMUSG00000025236	Adpgk
Adprh	ENSG00000144843	ENSMUSG00000002844	Adprh
Aff1	ENSG00000172493	ENSMUSG00000029313	Aff1
Aff2	ENSG00000155966	ENSMUSG00000031189	Aff2
Aff3	ENSG00000144218	ENSMUSG00000037138	Aff3
Aftph	ENSG00000119844	ENSMUSG00000049659	Aftph
Agbl3	ENSG00000146856	ENSMUSG00000038836	Agbl3
Agbl4	ENSG00000186094	ENSMUSG00000061298	Agbl4
Agfg2	ENSG00000106351	ENSMUSG00000029722	Agfg2
Agl	ENSG00000162688	ENSMUSG00000033400	Agl
Ago4	ENSG00000134698	ENSMUSG00000042500	Ago4
Agpat5	ENSG00000155189	ENSMUSG00000031467	Agpat5
Agtr1a	ENSG00000144891	ENSMUSG00000049115	Agtr1a
Ahcyl1	ENSG00000168710	ENSMUSG00000027893	Ahcyl1
Ahcyl2	ENSG00000158467	ENSMUSG00000029772	Ahcyl2
Ahi1	ENSG00000135541	ENSMUSG00000019986	Ahi1
Ahnak	ENSG00000124942	ENSMUSG00000069833	Ahnak
Ahsa2	NA	ENSMUSG00000020288	Ahsa2
Aig1	ENSG00000146416	ENSMUSG00000019806	Aig1
Aim2	ENSG00000163568	ENSMUSG00000037860	Aim2
Airn	NA	ENSMUSG00000078247	Airn
Ak5	ENSG00000154027	ENSMUSG00000039058	Ak5
Akap11	ENSG00000023516	ENSMUSG00000022016	Akap11
Akap12	ENSG00000131016	ENSMUSG00000038587	Akap12
Akap17b	NA	ENSMUSG00000059708	Akap17b
Akap6	ENSG00000151320	ENSMUSG00000061603	Akap6
Akap7	ENSG00000118507	ENSMUSG00000039166	Akap7
Akap8	ENSG00000105127	ENSMUSG00000024045	Akap8
Akap9	ENSG00000127914	ENSMUSG00000040407	Akap9
Akt3	ENSG00000117020	ENSMUSG00000019699	Akt3
Alcam	ENSG00000170017	ENSMUSG00000022636	Alcam
Aldh1a2	ENSG00000128918	ENSMUSG00000013584	Aldh1a2
Aldoa	ENSG00000149925	ENSMUSG00000030695	Aldoa
Alk	ENSG00000171094	ENSMUSG00000055471	Alk
Alkbh1	ENSG00000100601	ENSMUSG00000079036	Alkbh1
Alms1	ENSG00000116127	ENSMUSG00000063810	Alms1
Alpk1	ENSG00000073331	ENSMUSG00000028028	Alpk1
Alpl	ENSG00000162551	ENSMUSG00000028766	Alpl
Als2	ENSG00000003393	ENSMUSG00000026024	Als2
Alyref	ENSG00000183684	ENSMUSG00000025134	Alyref
Ammecr1	ENSG00000101935	ENSMUSG00000042225	Ammecr1
Amot	ENSG00000126016	ENSMUSG00000041688	Amot
Amph	ENSG00000078053	ENSMUSG00000021314	Amph
Amy1	NA	ENSMUSG00000074264	Amy1
Anapc13	ENSG00000129055	ENSMUSG00000035048	Anapc13
Anapc15	NA	ENSMUSG00000030649	Anapc15
Angpt1	ENSG00000154188	ENSMUSG00000022309	Angpt1
Angptl1	ENSG00000116194	ENSMUSG00000033544	Angptl1
Ank	ENSG00000154122	ENSMUSG00000022265	Ank
Ank1	ENSG00000029534	ENSMUSG00000031543	Ank1
Ank2	ENSG00000145362	ENSMUSG00000032826	Ank2
Ank3	ENSG00000151150	ENSMUSG00000069601	Ank3
Ankrd10	ENSG00000088448	ENSMUSG00000031508	Ankrd10
Ankrd12	ENSG00000101745	ENSMUSG00000034647	Ankrd12
Ankrd28	ENSG00000206560	ENSMUSG00000014496	Ankrd28
Ankrd35	ENSG00000198483	ENSMUSG00000038354	Ankrd35
Ankrd36	ENSG00000181626	ENSMUSG00000020481	Ankrd36
Ankrd44	ENSG00000065413	ENSMUSG00000052331	Ankrd44
Ankrd49	ENSG00000168876	ENSMUSG00000031931	Ankrd49
Ankrd6	ENSG00000135299	ENSMUSG00000040183	Ankrd6
Anks1b	ENSG00000185046	ENSMUSG00000058589	Anks1b
Anln	ENSG00000011426	ENSMUSG00000036777	Anln
Ano1	ENSG00000131620	ENSMUSG00000031075	Ano1
Ano3	ENSG00000134343	ENSMUSG00000074968	Ano3
Ano4	ENSG00000151572	ENSMUSG00000035189	Ano4
Anp32b	ENSG00000136938	ENSMUSG00000028333	Anp32b
Antxr1	ENSG00000169604	ENSMUSG00000033420	Antxr1
Antxr2	ENSG00000163297	ENSMUSG00000029338	Antxr2
Anxa2	ENSG00000182718	ENSMUSG00000032231	Anxa2
Anxa7	ENSG00000138279	ENSMUSG00000021814	Anxa7
Ap1s2	ENSG00000182287	ENSMUSG00000031367	Ap1s2
Ap1s3	ENSG00000152056	ENSMUSG00000054702	Ap1s3
Apba1	ENSG00000107282	ENSMUSG00000024897	Apba1
Apba2	ENSG00000034053	ENSMUSG00000030519	Apba2
Apbb2	ENSG00000163697	ENSMUSG00000029207	Apbb2
Apcdd1	ENSG00000154856	ENSMUSG00000071847	Apcdd1
Apex1	ENSG00000100823	ENSMUSG00000035960	Apex1
Apobec1	ENSG00000111701	ENSMUSG00000040613	Apobec1
Apoe	ENSG00000130203	ENSMUSG00000002985	Apoe
Apoo	ENSG00000184831	ENSMUSG00000079508	Apoo
App	ENSG00000142192	ENSMUSG00000022892	App
Appl1	ENSG00000157500	ENSMUSG00000040760	Appl1
Arf4	ENSG00000168374	ENSMUSG00000021877	Arf4
Arglu1	ENSG00000134884	ENSMUSG00000040459	Arglu1
Arhgap10	ENSG00000071205	ENSMUSG00000037148	Arhgap10
Arhgap11a	ENSG00000198826	ENSMUSG00000041219	Arhgap11a
Arhgap18	ENSG00000146376	ENSMUSG00000039031	Arhgap18
Arhgap24	ENSG00000138639	ENSMUSG00000057315	Arhgap24
Arhgap26	ENSG00000145819	ENSMUSG00000036452	Arhgap26
Arhgap28	ENSG00000088756	ENSMUSG00000024043	Arhgap28
Arhgap29	ENSG00000137962	ENSMUSG00000039831	Arhgap29
Arhgap31	ENSG00000031081	ENSMUSG00000022799	Arhgap31
Arhgap32	ENSG00000134909	ENSMUSG00000041444	Arhgap32
Arhgap39	ENSG00000147799	ENSMUSG00000033697	Arhgap39
Arhgap5	ENSG00000100852	ENSMUSG00000035133	Arhgap5
Arhgap6	ENSG00000047648	ENSMUSG00000031355	Arhgap6
Arhgef26	ENSG00000114790	ENSMUSG00000036885	Arhgef26
